reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2025-09-27,wk inc flu hosp,0,09,quantile,0.35,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.4,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.45,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.5,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.55,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.6,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.65,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.7,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.75,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.8,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.85,14.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.9,14.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.95,21.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.975,28.0,2025-09-27
2025-09-27,wk inc flu hosp,0,09,quantile,0.99,28.0,2025-09-27
2025-09-27,wk inc flu hosp,1,09,quantile,0.01,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.025,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.05,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.1,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.15,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.2,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.25,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.3,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.35,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.4,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.45,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.5,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.55,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.6,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.65,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.7,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.75,14.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.8,14.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.85,14.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.9,21.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.95,28.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.975,35.0,2025-10-04
2025-09-27,wk inc flu hosp,1,09,quantile,0.99,42.0,2025-10-04
2025-09-27,wk inc flu hosp,2,09,quantile,0.01,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.025,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.05,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.1,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.15,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.2,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.25,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.3,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.35,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.4,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.45,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.5,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.55,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.6,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.65,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.7,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.75,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.8,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.85,21.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.9,28.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.95,35.34999999999968,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.975,49.0,2025-10-11
2025-09-27,wk inc flu hosp,2,09,quantile,0.99,56.0,2025-10-11
2025-09-27,wk inc flu hosp,3,09,quantile,0.01,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.025,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.05,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.1,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.15,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.2,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.25,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.3,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.35,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.4,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.45,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.5,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.55,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.6,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.65,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.7,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.75,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.8,21.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.85,28.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.9,35.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.95,49.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.975,63.0,2025-10-18
2025-09-27,wk inc flu hosp,3,09,quantile,0.99,84.0,2025-10-18
2025-09-27,wk inc flu hosp,-1,10,quantile,0.01,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.025,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.05,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.1,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.15,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.2,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.25,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.3,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.35,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.4,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.45,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.5,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.55,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.6,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.65,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.7,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.75,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.8,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.85,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.9,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.95,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.975,14.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,10,quantile,0.99,14.0,2025-09-20
2025-09-27,wk inc flu hosp,0,10,quantile,0.01,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.025,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.05,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.1,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.15,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.2,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.25,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.3,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.35,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.4,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.45,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.5,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.55,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.6,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.65,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.7,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.75,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.8,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.85,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.9,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.95,14.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.975,14.0,2025-09-27
2025-09-27,wk inc flu hosp,0,10,quantile,0.99,14.0,2025-09-27
2025-09-27,wk inc flu hosp,1,10,quantile,0.01,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.025,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.05,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.1,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.15,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.2,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.25,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.3,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.35,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.4,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.45,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.5,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.55,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.6,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.65,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.7,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.75,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.8,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.85,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.9,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.95,14.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.975,14.0,2025-10-04
2025-09-27,wk inc flu hosp,1,10,quantile,0.99,21.0,2025-10-04
2025-09-27,wk inc flu hosp,2,10,quantile,0.01,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.025,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.05,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.1,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.15,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.2,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.25,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.3,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.35,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.4,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.45,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.5,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.55,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.6,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.65,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.7,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.75,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.8,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.85,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.9,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.95,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.975,21.0,2025-10-11
2025-09-27,wk inc flu hosp,2,10,quantile,0.99,28.0,2025-10-11
2025-09-27,wk inc flu hosp,3,10,quantile,0.01,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.025,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.05,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.1,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.15,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.2,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.25,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.3,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.35,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.4,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.45,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.5,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.55,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.6,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.65,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.7,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.75,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.8,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.85,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.9,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.95,21.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.975,21.0,2025-10-18
2025-09-27,wk inc flu hosp,3,10,quantile,0.99,35.069999999999936,2025-10-18
2025-09-27,wk inc flu hosp,-1,11,quantile,0.01,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.025,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.05,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.1,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.15,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.2,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.25,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.3,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.35,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.4,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.45,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.5,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.55,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.6,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.65,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.7,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.75,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.8,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.85,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.9,0.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.95,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.975,7.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,11,quantile,0.99,7.0,2025-09-20
2025-09-27,wk inc flu hosp,0,11,quantile,0.01,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.025,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.05,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.1,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.15,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.2,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.25,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.3,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.35,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.4,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.45,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.5,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.55,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.6,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.65,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.7,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.75,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.8,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.85,0.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.9,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.95,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.975,7.0,2025-09-27
2025-09-27,wk inc flu hosp,0,11,quantile,0.99,14.0,2025-09-27
2025-09-27,wk inc flu hosp,1,11,quantile,0.01,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.025,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.05,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.1,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.15,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.2,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.25,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.3,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.35,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.4,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.45,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.5,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.55,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.6,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.65,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.7,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.75,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.8,0.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.85,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.9,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.95,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.975,7.0,2025-10-04
2025-09-27,wk inc flu hosp,1,11,quantile,0.99,14.0,2025-10-04
2025-09-27,wk inc flu hosp,2,11,quantile,0.01,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.025,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.05,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.1,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.15,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.2,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.25,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.3,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.35,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.4,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.45,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.5,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.55,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.6,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.65,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.7,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.75,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.8,0.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.85,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.9,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.95,7.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.975,14.0,2025-10-11
2025-09-27,wk inc flu hosp,2,11,quantile,0.99,14.0,2025-10-11
2025-09-27,wk inc flu hosp,3,11,quantile,0.01,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.025,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.05,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.1,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.15,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.2,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.25,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.3,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.35,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.4,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.45,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.5,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.55,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.6,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.65,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.7,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.75,0.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.8,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.85,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.9,7.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.95,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.975,14.0,2025-10-18
2025-09-27,wk inc flu hosp,3,11,quantile,0.99,21.0,2025-10-18
2025-09-27,wk inc flu hosp,-1,12,quantile,0.01,62.93,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.025,77.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.05,84.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.1,98.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.15,105.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.2,112.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.25,119.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.3,126.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.35,133.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.4,133.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.45,140.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.5,147.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.55,154.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.6,154.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.65,161.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.7,168.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.75,175.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.8,182.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.85,196.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.9,210.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.95,224.0,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.975,238.17499999999984,2025-09-20
2025-09-27,wk inc flu hosp,-1,12,quantile,0.99,259.0,2025-09-20
2025-09-27,wk inc flu hosp,0,12,quantile,0.01,55.93,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.025,63.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.05,77.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.1,91.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.15,98.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.2,105.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.25,112.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.3,119.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.35,126.0,2025-09-27
2025-09-27,wk inc flu hosp,0,12,quantile,0.4,126.0,2025-09-27
